system,pattern_id,chain_len,chain,closed_form,observed,abs_drift
py_guards,96,2,0.555;0.602,0.33411,0.555,0.22089000000000003
py_guards,97,4,0.825;0.309;0.350;0.446,0.03979379249999999,0.309,0.2692062075
py_guards,98,2,0.488;0.733,0.35770399999999997,0.488,0.13029600000000002
py_guards,99,3,0.809;0.878;0.607,0.43115331400000007,0.607,0.17584668599999992
pg_handrolled_triggers,0,3,0.910;0.825;0.952,0.714714,0.714714,0.0
pg_handrolled_triggers,1,3,0.320;0.748;0.878,0.21015808000000002,0.21015808,2.7755575615628914e-17
pg_handrolled_triggers,2,4,0.621;0.671;0.885;0.317,0.11690057659500001,0.11690057659499999,2.7755575615628914e-17
pg_handrolled_triggers,3,3,0.970;0.726;0.694,0.4887286799999999,0.48872867999999986,5.551115123125783e-17
pg_handrolled_triggers,4,4,0.481;0.343;0.537;0.443,0.03924797085300001,0.03924797085299999,2.0816681711721685e-17
pg_handrolled_triggers,5,4,0.879;0.668;0.337;0.723,0.143065044972,0.143065044972,0.0
pg_handrolled_triggers,6,3,0.867;0.775;0.889,0.597341325,0.597341325,0.0
pg_handrolled_triggers,7,3,0.885;0.936;0.663,0.54920268,0.54920268,0.0
pg_handrolled_triggers,8,4,0.429;0.756;0.736;0.611,0.145847205504,0.14584720550399996,2.7755575615628914e-17
pg_handrolled_triggers,9,2,0.633;0.905,0.5728650000000001,0.5728650000000001,0.0
pg_handrolled_triggers,10,2,0.649;0.763,0.49518700000000004,0.49518700000000004,0.0
pg_handrolled_triggers,11,4,0.363;0.414;0.784;0.804,0.09472815475200001,0.09472815475199999,2.7755575615628914e-17
pg_handrolled_triggers,12,4,0.929;0.409;0.731;0.648,0.17998296616799997,0.179982966168,2.7755575615628914e-17
pg_handrolled_triggers,13,2,0.640;0.824,0.5273599999999999,0.52736,1.1102230246251565e-16
pg_handrolled_triggers,14,3,0.744;0.349;0.964,0.250308384,0.25030838399999994,5.551115123125783e-17
pg_handrolled_triggers,15,4,0.493;0.526;0.339;0.641,0.056349542082000006,0.05634954208200003,2.0816681711721685e-17
pg_handrolled_triggers,16,3,0.694;0.661;0.565,0.25918471,0.25918471,0.0
pg_handrolled_triggers,17,4,0.974;0.678;0.589;0.542,0.210815836536,0.210815836536,0.0
pg_handrolled_triggers,18,3,0.683;0.869;0.696,0.413094792,0.413094792,0.0
pg_handrolled_triggers,19,3,0.796;0.964;0.731,0.560928464,0.560928464,0.0
pg_handrolled_triggers,20,3,0.528;0.588;0.391,0.12139142400000001,0.12139142399999996,5.551115123125783e-17
pg_handrolled_triggers,21,3,0.384;0.672;0.707,0.182439936,0.182439936,0.0
pg_handrolled_triggers,22,2,0.875;0.765,0.669375,0.669375,0.0
pg_handrolled_triggers,23,3,0.796;0.677;0.561,0.30231841200000004,0.30231841200000004,0.0
pg_handrolled_triggers,24,4,0.650;0.705;0.663;0.579,0.17591163524999998,0.17591163524999998,0.0
pg_handrolled_triggers,25,3,0.434;0.909;0.879,0.346770774,0.346770774,0.0
pg_handrolled_triggers,26,2,0.574;0.497,0.285278,0.285278,0.0
