system,pattern_id,chain_len,chain,closed_form,observed,abs_drift
pg_handrolled_triggers,27,3,0.454;0.459;0.440,0.09168984000000001,0.09168984,1.3877787807814457e-17
pg_handrolled_triggers,28,4,0.371;0.885;0.718;0.575,0.13555310475,0.13555310474999996,2.7755575615628914e-17
pg_handrolled_triggers,29,4,0.663;0.809;0.758;0.569,0.23133615983400002,0.231336159834,2.7755575615628914e-17
pg_handrolled_triggers,30,2,0.371;0.537,0.19922700000000002,0.19922700000000002,0.0
pg_handrolled_triggers,31,3,0.876;0.874;0.765,0.58570236,0.58570236,0.0
pg_handrolled_triggers,32,4,0.479;0.509;0.554;0.665,0.08982241051,0.08982241051000002,1.3877787807814457e-17
pg_handrolled_triggers,33,2,0.774;0.708,0.547992,0.5479919999999999,1.1102230246251565e-16
pg_handrolled_triggers,34,2,0.516;0.408,0.210528,0.21052799999999997,2.7755575615628914e-17
pg_handrolled_triggers,35,3,0.431;0.891;0.949,0.364435929,0.364435929,0.0
pg_handrolled_triggers,36,4,0.627;0.555;0.576;0.643,0.12888250848000002,0.12888250848000002,0.0
pg_handrolled_triggers,37,4,0.666;0.918;0.926;0.708,0.400830863904,0.40083086390399997,5.551115123125783e-17
pg_handrolled_triggers,38,4,0.724;0.872;0.649;0.529,0.216748160288,0.216748160288,0.0
pg_handrolled_triggers,39,4,0.470;0.774;0.541;0.474,0.09328556052,0.09328556051999999,1.3877787807814457e-17
pg_handrolled_triggers,40,2,0.545;0.473,0.257785,0.257785,0.0
pg_handrolled_triggers,41,2,0.492;0.586,0.28831199999999996,0.28831199999999996,0.0
pg_handrolled_triggers,42,3,0.490;0.878;0.775,0.3334205,0.3334205,0.0
pg_handrolled_triggers,43,2,0.604;0.354,0.21381599999999998,0.21381599999999998,0.0
pg_handrolled_triggers,44,4,0.594;0.737;0.713;0.594,0.185408614116,0.185408614116,0.0
pg_handrolled_triggers,45,4,0.524;0.651;0.351;0.712,0.085250981088,0.08525098108799996,4.163336342344337e-17
pg_handrolled_triggers,46,4,0.526;0.630;0.644;0.539,0.11502730008000002,0.11502730008000003,1.3877787807814457e-17
pg_handrolled_triggers,47,4,0.647;0.701;0.709;0.510,0.16399805972999998,0.16399805972999998,0.0
pg_handrolled_triggers,48,3,0.943;0.322;0.592,0.17975843199999997,0.179758432,2.7755575615628914e-17
pg_handrolled_triggers,49,2,0.356;0.786,0.279816,0.279816,0.0
pg_handrolled_triggers,50,3,0.781;0.380;0.853,0.25315334,0.25315334,0.0
pg_handrolled_triggers,51,4,0.406;0.721;0.921;0.491,0.132373917186,0.132373917186,0.0
pg_handrolled_triggers,52,2,0.512;0.932,0.47718400000000005,0.477184,5.551115123125783e-17
pg_handrolled_triggers,53,4,0.318;0.444;0.620;0.411,0.03597854544,0.03597854544,0.0
pg_handrolled_triggers,54,4,0.922;0.634;0.803;0.781,0.36659518636400007,0.366595186364,5.551115123125783e-17
pg_handrolled_triggers,55,3,0.403;0.852;0.523,0.179575188,0.17957518800000005,5.551115123125783e-17
pg_handrolled_triggers,56,2,0.852;0.884,0.753168,0.753168,0.0
pg_handrolled_triggers,57,3,0.689;0.415;0.648,0.18528587999999996,0.18528587999999996,0.0
pg_handrolled_triggers,58,3,0.326;0.395;0.547,0.07043719000000002,0.07043719000000002,0.0
pg_handrolled_triggers,59,2,0.634;0.396,0.251064,0.251064,0.0
pg_handrolled_triggers,60,2,0.578;0.697,0.40286599999999995,0.40286599999999995,0.0
pg_handrolled_triggers,61,2,0.878;0.938,0.823564,0.823564,0.0
pg_handrolled_triggers,62,4,0.779;0.341;0.636;0.486,0.08210795234400001,0.08210795234400002,1.3877787807814457e-17
pg_handrolled_triggers,63,2,0.518;0.929,0.48122200000000004,0.48122200000000004,0.0
pg_handrolled_triggers,64,4,0.863;0.430;0.914;0.860,0.2916915836,0.2916915836,0.0
pg_handrolled_triggers,65,2,0.869;0.920,0.7994800000000001,0.7994800000000001,0.0
pg_handrolled_triggers,66,2,0.367;0.938,0.344246,0.34424599999999994,5.551115123125783e-17
pg_handrolled_triggers,67,4,0.440;0.595;0.424;0.880,0.09768281599999999,0.09768281599999998,1.3877787807814457e-17
pg_handrolled_triggers,68,4,0.694;0.503;0.500;0.657,0.114673437,0.11467343700000004,4.163336342344337e-17
pg_handrolled_triggers,69,3,0.839;0.426;0.455,0.16262337,0.16262337,0.0
pg_handrolled_triggers,70,4,0.777;0.575;0.636;0.370,0.105135093,0.10513509300000001,1.3877787807814457e-17
pg_handrolled_triggers,71,2,0.404;0.386,0.15594400000000003,0.15594400000000003,0.0
pg_handrolled_triggers,72,3,0.639;0.947;0.369,0.223294077,0.22329407699999998,2.7755575615628914e-17
pg_handrolled_triggers,73,2,0.400;0.803,0.32120000000000004,0.32120000000000004,0.0
pg_handrolled_triggers,74,4,0.324;0.578;0.895;0.796,0.13341631824,0.13341631824,0.0
pg_handrolled_triggers,75,4,0.578;0.811;0.945;0.795,0.35216616645,0.35216616645000004,5.551115123125783e-17
pg_handrolled_triggers,76,2,0.705;0.467,0.329235,0.329235,0.0
pg_handrolled_triggers,77,2,0.620;0.704,0.43648,0.43648,0.0
pg_handrolled_triggers,78,3,0.416;0.604;0.860,0.21608703999999998,0.21608703999999995,2.7755575615628914e-17
pg_handrolled_triggers,79,4,0.329;0.807;0.673;0.848,0.15152362411200004,0.15152362411200002,2.7755575615628914e-17
pg_handrolled_triggers,80,2,0.473;0.839,0.39684699999999995,0.39684699999999995,0.0
pg_handrolled_triggers,81,3,0.335;0.806;0.887,0.23949887000000003,0.23949887000000003,0.0
pg_handrolled_triggers,82,3,0.426;0.893;0.648,0.246510864,0.24651086400000002,2.7755575615628914e-17
pg_handrolled_triggers,83,2,0.474;0.612,0.29008799999999996,0.290088,5.551115123125783e-17
pg_handrolled_triggers,84,2,0.334;0.326,0.10888400000000001,0.10888400000000001,0.0
pg_handrolled_triggers,85,4,0.769;0.802;0.779;0.549,0.263760957198,0.2637609571980001,5.551115123125783e-17
pg_handrolled_triggers,86,3,0.696;0.559;0.382,0.14862244800000002,0.14862244800000002,0.0
pg_handrolled_triggers,87,3,0.734;0.745;0.728,0.39809224000000004,0.39809224,5.551115123125783e-17
pg_handrolled_triggers,88,4,0.498;0.587;0.435;0.479,0.06091050698999999,0.060910506989999974,1.3877787807814457e-17
pg_handrolled_triggers,89,3,0.854;0.402;0.527,0.180923316,0.18092331599999997,2.7755575615628914e-17
pg_handrolled_triggers,90,3,0.816;0.965;0.450,0.354348,0.354348,0.0
pg_handrolled_triggers,91,4,0.533;0.756;0.620;0.480,0.1199173248,0.11991732480000006,5.551115123125783e-17
pg_handrolled_triggers,92,2,0.655;0.525,0.34387500000000004,0.34387500000000004,0.0
pg_handrolled_triggers,93,4,0.959;0.302;0.673;0.410,0.07991429473999999,0.07991429473999999,0.0
pg_handrolled_triggers,94,2,0.759;0.395,0.29980500000000004,0.29980500000000004,0.0
pg_handrolled_triggers,95,3,0.814;0.673;0.534,0.292536948,0.2925369480000001,5.551115123125783e-17
pg_handrolled_triggers,96,2,0.555;0.602,0.33411,0.33411,0.0
pg_handrolled_triggers,97,4,0.825;0.309;0.350;0.446,0.03979379249999999,0.03979379249999999,0.0
pg_handrolled_triggers,98,2,0.488;0.733,0.35770399999999997,0.35770399999999997,0.0
pg_handrolled_triggers,99,3,0.809;0.878;0.607,0.43115331400000007,0.431153314,5.551115123125783e-17
