system,n,mean_abs_drift,max_abs_drift,exact_matches
kndb,100,1.6792123247455492e-17,1.1102230246251565e-16,100
pg_naive,100,0.21029128021024002,0.42611749152,0
py_guards,100,0.21029128021024002,0.42611749152,0
pg_handrolled_triggers,100,1.6792123247455492e-17,1.1102230246251565e-16,100
